iter	Logloss
279	0.4014004675
280	0.4013412704
281	0.4013051204
282	0.401273044
283	0.4012594956
284	0.4012462221
285	0.4012064913
286	0.4011422781
287	0.4011148124
288	0.4010790443
289	0.4010455283
290	0.4010003121
291	0.4009439819
292	0.4009211467
293	0.4009126454
294	0.4009018184
295	0.4008637084
296	0.4008416613
297	0.4008251367
298	0.4007964191
299	0.4007829046
300	0.4007502395
301	0.4006947442
302	0.4006706455
303	0.4006419347
304	0.4006016204
305	0.4005535415
306	0.4005191068
307	0.4004961516
308	0.4004769832
309	0.4004654916
310	0.4004427408
311	0.4004370007
312	0.400409392
313	0.4004011371
314	0.4003737462
315	0.4003335031
316	0.4003039459
317	0.400297915
318	0.4002582577
319	0.4002201655
320	0.4001924947
321	0.4001657746
322	0.4001464101
323	0.4001004606
324	0.400090666
325	0.4000722335
326	0.4000291296
327	0.4000015584
328	0.3999662833
329	0.3999304363
330	0.3998967555
331	0.3998823643
332	0.3998607614
333	0.3998572568
334	0.3998389164
335	0.3998118409
336	0.3997958317
337	0.3997728128
338	0.3997609244
339	0.3997444141
340	0.3997280311
341	0.3997171629
342	0.3997142799
343	0.3996977411
344	0.3996919097
345	0.3996797441
346	0.3996669907
347	0.3996422674
348	0.3996240805
349	0.3996117057
350	0.3995964585
351	0.3995904091
352	0.3995660048
353	0.3995622154
354	0.3995435621
355	0.3995355812
356	0.3995194013
357	0.3995047484
358	0.3994949193
359	0.399465154
360	0.3994444809
361	0.3994122024
362	0.3994061996
363	0.3993858861
364	0.3993793844
365	0.3993682503
366	0.3993640232
367	0.3993451944
368	0.3993329606
369	0.3992992094
370	0.3992879451
371	0.3992706292
372	0.3992548626
373	0.39923925
374	0.3992349655
375	0.3992235545
376	0.3992061586
377	0.3991927226
378	0.3991615056
379	0.3991557203
380	0.3991409082
381	0.3991208249
382	0.3991166254
383	0.3990959729
384	0.399083267
385	0.3990778556
386	0.3990714441
387	0.3990688895
388	0.3990635382
389	0.3990528399
390	0.3990429402
391	0.3990419602
392	0.3990302211
393	0.3990236976
394	0.3990227781
395	0.3990176572
396	0.3989987183
397	0.3989865824
398	0.3989676518
399	0.3989631962
400	0.3989525441
401	0.3989349374
402	0.3989326217
403	0.3989257774
404	0.3989193394
405	0.3989186173
406	0.3989094888
407	0.3988897598
408	0.3988691371
409	0.3988547884
410	0.3988346241
411	0.3988233823
412	0.3988095042
413	0.3988077064
414	0.3988034263
415	0.3987991251
416	0.3987767006
417	0.3987628663
418	0.3987623312
419	0.3987542474
420	0.3987438856
421	0.3987319373
422	0.3987266861
423	0.3987262065
424	0.3987172004
425	0.3987101264
426	0.3986974581
427	0.3986937421
428	0.3986899454
429	0.3986763196
430	0.3986688297
431	0.398659275
432	0.3986586091
433	0.3986486946
434	0.3986263482
435	0.3986251055
436	0.3986153178
437	0.3985879469
438	0.3985704203
439	0.3985672139
440	0.3985550664
441	0.3985526021
442	0.3985511143
443	0.39855081
444	0.3985346284
445	0.398526736
446	0.3985145377
447	0.3984941288
448	0.3984910607
449	0.3984870442
450	0.3984772272
451	0.3984661765
452	0.3984570945
453	0.3984555582
454	0.3984509812
455	0.3984359623
456	0.3984240347
457	0.3984232117
458	0.3984210421
459	0.3984041125
460	0.3983980323
461	0.3983905664
462	0.3983772895
463	0.3983590409
464	0.3983540837
465	0.3983443309
466	0.3983303496
467	0.3983289447
468	0.398324793
469	0.3983236302
470	0.3983215857
471	0.3983214272
472	0.3983064815
473	0.3982957625
474	0.3982944984
475	0.3982882458
476	0.3982751579
477	0.3982571842
478	0.3982517946
479	0.3982447954
480	0.3982439689
481	0.3982263238
482	0.3982115827
483	0.3982045675
484	0.3981953787
485	0.3981937559
486	0.3981862294
487	0.3981801081
488	0.3981777262
489	0.3981760518
490	0.3981742055
491	0.3981669291
492	0.3981653551
493	0.3981565466
494	0.3981447361
495	0.3981390218
496	0.3981223138
497	0.3981184031
498	0.3981082445
499	0.3981023294
500	0.3981013831
501	0.3980867264
502	0.3980799632
503	0.3980692365
504	0.398064186
505	0.398057987
506	0.3980489284
507	0.398038932
508	0.3980257499
509	0.3980201167
510	0.3980144043
511	0.3980035117
512	0.397998923
513	0.3979939987
514	0.3979851246
515	0.3979850711
516	0.3979752595
517	0.3979747925
518	0.3979635231
519	0.3979564959
520	0.3979498559
521	0.397944267
522	0.3979313971
523	0.3979289902
524	0.39792021
525	0.3979180696
526	0.3979076424
527	0.3978947143
528	0.3978836732
529	0.3978793865
530	0.3978788272
531	0.3978642523
532	0.3978635521
533	0.397851498
534	0.3978423435
535	0.3978334818
536	0.3978283614
537	0.3978173308
538	0.3978131441
539	0.3978010943
540	0.3977990172
541	0.3977942173
542	0.397787465
543	0.3977779019
544	0.3977673902
545	0.3977646704
546	0.3977646472
547	0.3977595995
548	0.3977556825
549	0.3977535163
550	0.3977501056
551	0.3977444117
552	0.3977430831
553	0.3977402673
554	0.3977325976
555	0.3977248022
556	0.3977205411
557	0.3977179778
558	0.3977102248
559	0.3976980984
560	0.3976934608
561	0.3976895638
562	0.3976867344
563	0.397674863
564	0.3976742623
565	0.3976696679
566	0.3976682736
567	0.3976656549
568	0.3976605712
569	0.3976568705
570	0.3976506246
571	0.3976409143
572	0.3976384902
573	0.3976378702
574	0.3976342122
575	0.3976237355
576	0.3976110558
577	0.3976023246
578	0.397594529
579	0.3975928943
580	0.3975778474
581	0.3975664186
582	0.3975654718
583	0.397560431
584	0.3975536509
585	0.3975507541
586	0.3975450679
587	0.3975339904
588	0.3975232167
589	0.3975128369
590	0.3975016022
591	0.3975011842
592	0.3974957498
593	0.3974946658
594	0.3974940515
595	0.3974904249
596	0.3974901821
597	0.3974826655
598	0.3974759729
599	0.3974734883
600	0.3974726212
601	0.3974726115
602	0.3974658947
603	0.3974599423
604	0.3974599381
605	0.3974439065
606	0.3974436701
607	0.3974378472
608	0.3974308472
609	0.397427154
610	0.3974166713
611	0.3974162985
612	0.397404562
613	0.3974018404
614	0.3973950365
615	0.3973950356
616	0.3973901593
617	0.3973867866
618	0.3973848913
619	0.3973814236
620	0.3973705735
621	0.3973634489
622	0.3973587415
623	0.3973528487
624	0.3973527523
625	0.397348785
626	0.3973421299
627	0.3973392799
628	0.3973358837
629	0.3973350883
630	0.397334304
631	0.3973338804
632	0.3973338788
633	0.3973307954
634	0.3973296661
635	0.3973250926
636	0.397324715
637	0.3973189969
638	0.397318798
639	0.3973140402
640	0.3973079304
641	0.3973059954
642	0.3973055826
643	0.3973033688
644	0.3972963905
645	0.397288616
646	0.3972819124
647	0.3972779855
648	0.3972734483
649	0.3972681862
650	0.3972567221
651	0.3972562679
652	0.3972533539
653	0.397248694
654	0.3972475566
655	0.3972395479
656	0.397235681
657	0.3972312474
658	0.3972276238
659	0.397225015
660	0.3972250145
661	0.3972088926
662	0.3972065564
663	0.3972049455
664	0.3971942363
665	0.3971869308
666	0.3971862686
667	0.3971862475
668	0.3971812687
669	0.3971728031
670	0.3971705845
671	0.3971704117
672	0.397165823
673	0.3971658228
674	0.3971623835
675	0.3971595017
676	0.3971592147
677	0.3971554755
678	0.3971541474
679	0.3971480644
680	0.3971429806
681	0.3971338375
682	0.3971329085
683	0.3971298291
684	0.3971146504
685	0.3971146504
686	0.3971122965
687	0.3971122101
688	0.3971091876
689	0.3971082068
690	0.3970965103
691	0.3970921624
692	0.3970918028
693	0.397091456
694	0.3970868674
695	0.3970809445
696	0.3970798167
697	0.3970793486
698	0.3970793485
699	0.397073489
700	0.3970733323
701	0.3970664365
702	0.3970640155
703	0.3970483259
704	0.3970405339
705	0.3970323705
706	0.3970322697
707	0.3970275462
708	0.3970263288
709	0.3970222827
710	0.3970199058
711	0.3970147337
712	0.3970111634
713	0.3969998411
714	0.3969983656
715	0.396997813
716	0.3969950985
717	0.3969873075
718	0.3969871979
719	0.3969841061
720	0.3969839256
721	0.3969794117
722	0.3969789089
723	0.3969750316
724	0.3969682897
725	0.3969671244
726	0.3969671197
727	0.3969660507
728	0.3969620002
729	0.3969619765
730	0.396960505
731	0.3969526838
732	0.3969488006
733	0.3969461875
734	0.3969367802
735	0.3969349832
736	0.3969302942
737	0.3969296167
738	0.3969289299
739	0.396925733
740	0.396921038
741	0.3969205608
742	0.3969205604
743	0.3969200681
744	0.3969195116
745	0.3969188845
746	0.3969186504
747	0.3969169289
748	0.3969150923
749	0.3969140248
750	0.3969104657
751	0.3969093526
752	0.3969034459
753	0.3968978222
754	0.3968970786
755	0.3968956365
756	0.3968956364
757	0.3968922805
758	0.3968897283
759	0.3968866726
760	0.396881032
761	0.3968806016
762	0.3968775815
763	0.3968723909
764	0.3968721238
765	0.3968720529
766	0.3968673666
767	0.3968542202
768	0.396853613
769	0.3968499008
770	0.3968482419
771	0.3968464385
772	0.3968453044
773	0.3968428226
774	0.396841772
775	0.396840775
776	0.3968342
777	0.3968339534
778	0.3968303007
779	0.3968294714
780	0.3968211161
781	0.3968179172
782	0.3968133663
783	0.396806835
784	0.3967974881
785	0.3967902873
786	0.3967846633
787	0.3967836453
788	0.3967826184
789	0.3967816941
790	0.3967729192
791	0.3967681876
792	0.396768025
793	0.3967676103
794	0.3967673971
795	0.396767397
796	0.3967583448
797	0.3967583446
798	0.3967465557
799	0.3967404551
800	0.3967371885
801	0.3967371884
802	0.3967371882
803	0.3967370935
804	0.3967364524
805	0.3967288404
806	0.396721216
807	0.3967197062
808	0.3967154597
809	0.3967150966
810	0.3967144092
811	0.3967095936
812	0.3967042103
813	0.3967002784
814	0.3966988824
815	0.3966957359
816	0.3966945342
817	0.3966857117
818	0.3966834941
819	0.3966814003
820	0.3966813769
821	0.3966798014
822	0.3966759498
823	0.3966652134
824	0.3966616753
825	0.3966564327
826	0.3966437212
827	0.3966412252
828	0.3966402965
829	0.3966365422
830	0.3966343883
831	0.3966343881
832	0.3966309455
833	0.3966238839
834	0.3966233386
835	0.3966195927
836	0.3966177775
837	0.3966163112
838	0.3966161542
839	0.3966138814
840	0.3966105201
841	0.3966069587
842	0.3966008747
843	0.3966008745
844	0.3965930572
845	0.3965873468
846	0.3965832437
847	0.396580084
848	0.3965679096
849	0.3965676384
850	0.3965607844
851	0.396554347
852	0.3965543469
853	0.3965505751
854	0.3965452704
855	0.3965452151
856	0.3965420942
857	0.3965357564
858	0.3965353945
859	0.3965315139
860	0.3965277358
861	0.3965268398
862	0.3965250947
863	0.3965226783
864	0.3965117269
865	0.3965114324
866	0.396506728
867	0.3965017388
868	0.3964940092
869	0.3964938148
870	0.3964923701
871	0.3964870275
872	0.396486902
873	0.3964869018
874	0.3964852135
875	0.3964852134
876	0.3964836921
877	0.3964807695
878	0.3964785191
879	0.3964773788
880	0.3964772272
881	0.3964768075
882	0.3964726354
883	0.3964726348
884	0.3964659792
885	0.3964654428
886	0.3964636659
887	0.3964532739
888	0.3964490997
889	0.3964466205
890	0.3964412068
891	0.3964395292
892	0.3964391551
893	0.3964381685
894	0.3964350537
895	0.3964264442
896	0.3964203789
897	0.3964200363
898	0.3964120789
899	0.3964036337
900	0.3964036336
901	0.3963959623
902	0.3963959621
903	0.3963943024
904	0.3963912325
905	0.3963910939
906	0.3963878622
907	0.3963748378
908	0.3963689398
909	0.3963676635
910	0.3963665318
911	0.3963656566
912	0.3963647983
913	0.3963644959
914	0.3963621017
915	0.3963604273
916	0.3963549877
917	0.3963547277
918	0.3963524475
919	0.3963492042
920	0.3963415658
921	0.3963403034
922	0.3963400651
923	0.3963368883
924	0.3963353467
925	0.3963353462
926	0.3963353461
927	0.3963353456
928	0.396330819
929	0.39632987
930	0.3963177567
931	0.3963131312
932	0.3963057491
933	0.3963033501
934	0.3962998524
935	0.3962971097
936	0.3962947158
937	0.396294308
938	0.3962917026
939	0.3962872974
940	0.3962802852
941	0.3962785786
942	0.3962777893
943	0.3962760115
944	0.3962733461
945	0.3962706051
946	0.3962666506
947	0.3962611512
948	0.3962514414
949	0.3962514149
950	0.3962418767
951	0.3962413649
952	0.3962350816
953	0.3962321472
954	0.396228203
955	0.3962279555
956	0.3962263184
957	0.3962227757
958	0.3962202612
959	0.3962190467
960	0.3962098266
961	0.3962035655
962	0.3961967727
963	0.3961924829
964	0.3961910475
965	0.3961903483
966	0.3961852281
967	0.3961835662
968	0.3961763255
969	0.3961732101
970	0.3961719129
971	0.3961704928
972	0.3961691006
973	0.3961683769
974	0.3961662652
975	0.3961584891
976	0.3961550481
977	0.3961490976
978	0.3961439339
979	0.3961439339
980	0.3961418451
981	0.3961418445
982	0.396131204
983	0.3961288735
984	0.3961255445
985	0.3961248664
986	0.3961227231
987	0.3961165517
988	0.3961165515
989	0.3961162936
990	0.3961103424
991	0.3961021073
992	0.3960999403
993	0.3960982666
994	0.3960905882
995	0.3960820143
996	0.396075208
997	0.3960743103
998	0.3960734138
999	0.3960729416
